wykladowca;przedmiot;typ;tryb;płeć;o1;o2;o3;o4;o5;o6;o7;o8;o9;o10;Uwagi;kierunek;rok;miejsce;
Wykładowca-056;Prawo pracy i związki zawodowe w praktyce;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-085;Język obcy - język angielski;Samokształcenie;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-028;Polityka gospodarcza;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Dobrze;zgadzam się;zgadzam się;zgadzam się;uważam za interesujący;;EKO;2;KWI;
Wykładowca-102;Podstawy zarządzania projektami;Ćwiczenia;Niestacjonarne;Kobieta;Dobrze;Nie mam zdania/Nie wiem;Dobrze;Dobrze;Dobrze;Dobrze;zgadzam się;nie mam zdania;zgadzam się;nie mam zdania;;EKO;2;KWI;
Wykładowca-015;WDW Marketing w internecie;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-001;Rekrutacja i selekcja pracowników;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-110;Bankowość;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-056;Prawo pracy i związki zawodowe w praktyce;Ćwiczenia;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-085;Język obcy - język angielski;Samokształcenie;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-028;Polityka gospodarcza;Wykład;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-102;Podstawy zarządzania projektami;Ćwiczenia;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-015;WDW Marketing w internecie;Wykład;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-001;Rekrutacja i selekcja pracowników;Ćwiczenia;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-110;Bankowość;Ćwiczenia;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-044;WDW Komunikacja w biznesie;Wykład;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-056;Prawo pracy i związki zawodowe w praktyce;Ćwiczenia;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-085;Język obcy - język angielski;Samokształcenie;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-028;Polityka gospodarcza;Wykład;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-102;Podstawy zarządzania projektami;Ćwiczenia;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-001;Rekrutacja i selekcja pracowników;Ćwiczenia;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-110;Bankowość;Ćwiczenia;Niestacjonarne;Mężczyzna;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-056;Prawo pracy i związki zawodowe w praktyce;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-085;Język obcy - język angielski;Samokształcenie;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zgadzam się;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-028;Polityka gospodarcza;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-102;Podstawy zarządzania projektami;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-015;WDW Marketing w internecie;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-001;Rekrutacja i selekcja pracowników;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-110;Bankowość;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-056;Prawo pracy i związki zawodowe w praktyce;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-085;Język obcy - język angielski;Samokształcenie;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-028;Polityka gospodarcza;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-102;Podstawy zarządzania projektami;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-015;WDW Marketing w internecie;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-001;Rekrutacja i selekcja pracowników;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-110;Bankowość;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-056;Prawo pracy i związki zawodowe w praktyce;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Źle;Bardzo Dobrze;Nie mam zdania/Nie wiem;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-085;Język obcy - język angielski;Samokształcenie;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-028;Polityka gospodarcza;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-102;Podstawy zarządzania projektami;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-015;WDW Marketing w internecie;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-001;Rekrutacja i selekcja pracowników;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-110;Bankowość;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-056;Prawo pracy i związki zawodowe w praktyce;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-085;Język obcy - język angielski;Samokształcenie;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-028;Polityka gospodarcza;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-102;Podstawy zarządzania projektami;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-015;WDW Marketing w internecie;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-001;Rekrutacja i selekcja pracowników;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-110;Bankowość;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;EKO;2;KWI;
Wykładowca-042;Coaching w pielęgniarstwie;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-048;Opieka i edukacja terapeutyczna w chorobach przewlekłych: choroba nowotworowa  leczenie żywieniowe;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-109;Opieka i edukacja terapeutyczna w chorobach przewlekłych: zaburzenia zdrowia psychicznego;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-033;Prawo w praktyce pielęgniarskiej;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-069;Język obcy - język angielski;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-019;Opieka i edukacja terapeutyczna w chorobach przewlekłych: leczenie nerkozastępcze;Zajęcia praktyczne;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-005;Opieka i edukacja terapeutyczna w chorobach przewlekłych: cukrzyca;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-061;Seminarium magisterskie;Seminarium;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-037;Opieka i edukacja terapeutyczna w chorobach przewlekłych: rany przewlekłe i przetoki;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-100;Opieka i edukacja terapeutyczna w chorobach przewlekłych: rany przewlekłe i przetoki;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-113;Opieka i edukacja terapeutyczna w chorobach przewlekłych: zaburzenia zdrowia psychicznego;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-003;Opieka i edukacja terapeutyczna w chorobach przewlekłych: zaburzenia układu nerwowego;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-093;Opieka i edukacja terapeutyczna w chorobach przewlekłych: zaburzenia układu nerwowego;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-118;Opieka i edukacja terapeutyczna w chorobach przewlekłych: cukrzyca;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-072;Opieka i edukacja terapeutyczna w chorobach przewlekłych: leczenie nerkozastępcze;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-042;Coaching w pielęgniarstwie;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-103;Język obcy - język angielski;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-048;Opieka i edukacja terapeutyczna w chorobach przewlekłych: choroba nowotworowa  leczenie żywieniowe;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-109;Opieka i edukacja terapeutyczna w chorobach przewlekłych: zaburzenia zdrowia psychicznego;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zgadzam się;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-033;Prawo w praktyce pielęgniarskiej;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-019;Opieka i edukacja terapeutyczna w chorobach przewlekłych: leczenie nerkozastępcze;Zajęcia praktyczne;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za interesujący;;POM;1;GDA;
Wykładowca-005;Opieka i edukacja terapeutyczna w chorobach przewlekłych: cukrzyca;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-008;Prawo w praktyce pielęgniarskiej;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zgadzam się;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-037;Opieka i edukacja terapeutyczna w chorobach przewlekłych: rany przewlekłe i przetoki;Wykład;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-100;Opieka i edukacja terapeutyczna w chorobach przewlekłych: rany przewlekłe i przetoki;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
Wykładowca-113;Opieka i edukacja terapeutyczna w chorobach przewlekłych: zaburzenia zdrowia psychicznego;Ćwiczenia;Niestacjonarne;Kobieta;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;Bardzo Dobrze;zdecydowanie się zgadzam;zdecydowanie się zgadzam;zdecydowanie się zgadzam;uważam za bardzo interesujący;;POM;1;GDA;
